Title,Writer,KeyWord,Abstract
"Effort, Satisfaction and Outcomes  in Organisations","Marta Posada, Celia Martín-Sierra and Elena Perez","Effort-Performance, Satisfaction, Organisational Culture, Organizational Structures, Turnover, Human Resource Management Practices","In this paper, an agent-based model of bounded-rational agents, who adapt both their effort intensity (by the interaction with other employees) and their stay-on-the-job-intention (by the alignment of their personal values with the Human-Resource Management (HRM) practices implemented by the organisation), is proposed. Our aim is to analyse: (i) the emergence of an organisational culture and its relationship with both formal organisational structures and employees' effort-behaviours; (ii) the increase of organisational performance by retaining valuable-performance employees whereas poor-performance employees are dismissed. We have obtained that:  (i) Some possible combinations of both employees-effort behaviours and formal organisational structures can favour the emergence of organisational cultures more than others; (ii) The interaction between employees within matrix structures (balanced or strong) with a democratic team leadership favour the emergence of organisational cultures; (iii) High-effort managers are relevant for the emergence of high-performance organisational cultures; (iv) Turnover (voluntary or involuntary) affects to the emergence of organisational culture negatively. We conclude that the main challenge is to retain high effort managers by adapting the set of HRM practices to them."
Can Redistribution by Means of a Progressive Labor Income-Taxation Transfer System Increase Financial Stability?,Thomas Fischer,"Financial Stability, Income and Wealth Inequality, Debt, Redistribution","We present a model featuring heterogeneous households with a conspicuous consumption motive, in which inequality can decrease financial stability, and relate this behavior to the recent financial crisis in the USA. A natural policy conclusion would be to combat income inequality jointly with financial instability by means of a progressive system of taxes and transfers. We investigate this for the case of a simple flat tax system on labor income. The system succeeds in decreasing volatility in asset markets by decreasing the share of high income individuals participating in destabilizing speculation. However, the model provides some very cautious notes on redistribution. As a result of redistribution, all agents are worse off class-wise and accumulate large amounts of debt, posing another potential hazard to financial stability. The latter can be explained by the arms race property of relative consumption. Moreover, the decreased inequality of income (flow) is accompanied by an increased inequality of net-worth (stock)."
Recent Development of Social Simulation as Reflected in JASSS Between 2008 and 2014: A Citation and Co-Citation Analysis,"Jonas Hauke, Iris Lorscheid and Matthias Meyer","Social Simulation, Lines of Research, Multidisciplinary, Citation Analysis, Co-Citation Analysis","The research field of social simulation comprises many topics and research directions. A previous study about the early years indicated that the community has evolved into a differentiated discipline. This paper investigates the recent development of social simulation as reflected in Journal of Artificial Societies and Social Simulation (JASSS) publications from 2008 to 2014. By using citation analysis, we identify the most influential publications and study the characteristics of citations. Additionally, we analyze the development of the field with respect to research topics and their structure in a co-citation analysis. The citation characteristics support the continuing highly multidisciplinary character of JASSS. Prominently cited are methodological papers and books, standards, and NetLogo as the main simulation tool. With respect to the focus of this research, we observe continuity in topics such as opinion dynamics and the evolution of cooperation. While some topics disappeared such as learning, new subjects emerged such as marriage formation models and tools and platforms. Overall, one can observe a maturing inter- and multidisciplinary scientific community in which both methodological issues and specific social science topics are discussed and standards have emerged."
A Psychologically-Motivated Model of Opinion Change with Applications to American Politics,Peter Duggins,"Agent-Based Model, Opinion Dynamics, Social Networks, Conformity, Polarization, Extremism","Agent-based models are versatile tools for studying how societal opinion change, including political polarization and cultural diffusion, emerges from individual behavior. This study expands agents' psychological realism using empirically-motivated rules governing interpersonal influence, commitment to previous beliefs, and conformity in social contexts. Computational experiments establish that these extensions produce three novel results: (a) sustained strong diversity of opinions within the population, (b) opinion subcultures, and (c) pluralistic ignorance. These phenomena arise from a combination of agents' intolerance, susceptibility and conformity, with extremist agents and social networks playing important roles. The distribution and dynamics of simulated opinions reproduce two empirical datasets on Americans' political opinions."
An Agent-Based Model of Electricity Consumer: Smart Metering Policy Implications in Europe,"Julija Vasiljevska, Jochem Douw, Anna Mengolini and Igor Nikolic","Electricity Consumer, Agent-Based Modelling, Smart Metering, Consumer Values","EU Regulation 2009/72/EC concerning common rules for internal market in electricity calls upon 80% of EU electricity consumers to be equipped with smart metering systems by 2020,  provided that a positive economic assessment of all long-term costs and benefits to the market and the individual consumer is guaranteed. Understanding the impact that smart metering systems may have on the electricity stakeholders (consumers, distribution system operators, energy suppliers and the society at large) is important for faster and effective deployment of such systems and of the innovative services they offer. For this purpose, in this paper an agent-based model is developed, where the electricity consumer behaviour due to different smart metering policies is simulated. Consumers are modelled as household agents having dynamic preferences on types of electricity contracts offered by the supplier. Development of preferences depends on personal values, memory and attitudes, as well as the degree of interaction in a social network structure. We are interested in exploring possible diffusion rates of smart metering enabled services under different policy interventions and the impact of this technological diffusion on individual and societal performance indicators. In four simulation experiments and three intervention policies we observe the diffusion of energy services and individual and societal performance indicators (electricity savings, CO2 emissions savings, social welfare, consumers' comfort change), as well as consumers' satisfaction. From these results and based on expert validation, we conclude that providing the consumer with more options does not necessarily lead to higher consumer's satisfaction, or better societal performance. A good policy should be centred on effective ways to tackle consumers concerns."
Improving Execution Speed of Models Implemented in NetLogo,"Steven Railsback, Daniel Ayllón, Uta Berger, Volker Grimm, Steven Lytinen, Colin Sheppard and Jan Thiele","Agent-Based Modeling, Computational Efficiency, Execution Speed, Individual-Based Modeling, NetLogo, Modeling Platforms","NetLogo has become a standard platform for agent-based simulation, yet there appears to be widespread belief that it is not suitable for large and complex models due to slow execution. Our experience does not support that belief. NetLogo programs often do run very slowly when written to minimize code length and maximize clarity, but relatively simple and easily tested changes can almost always produce major increases in execution speed. We recommend a five-step process for quantifying execution speed, identifying slow parts of code, and writing faster code. Avoiding or improving agent filtering statements can often produce dramatic speed improvements. For models with extensive initialization methods, reorganizing the setup procedure can reduce the initialization effort in simulation experiments. Programming the same behavior in a different way can sometimes provide order-of-magnitude speed increases. For models in which most agents do nothing on most time steps, discrete event simulation—facilitated by the time extension to NetLogo—can dramatically increase speed. NetLogo’s BehaviorSpace tool makes it very easy to conduct multiple-model-run experiments in parallel on either desktop or high performance cluster computers, so even quite slow models can be executed thousands of times. NetLogo also is supported by efficient analysis tools, such as BehaviorSearch and RNetLogo, that can reduce the number of model runs and the effort to set them up for (e.g.) parameterization and sensitivity analysis."
The Practice of Archiving Model Code of Agent-Based Models,Marco A. Janssen,"Bibliometrics, Replication, Open Science, Computational Science","To evaluate the concern over the reproducibility of computational science, we reviewed 2367 journal articles on agent-based models published between 1990 and 2014 and documented the public availability of source code. The percentage of publications that make the model code available is about 10%. The percentages are similar for publications that are reportedly dependent on public funding. There are big differences among journals in the public availability of model code and software used. This suggests that the varying social norms and practical convenience around sharing code may explain some of the differences among different sectors of the scientific community."
Augmenting Bottom-up Metamodels with Predicates,"Ross Gore, Saikou Diallo, Christopher Lynch and Jose Padilla","Metamodel, Agent-Based Simulation, Statistical Modeling, Predicates, Validation","Metamodeling refers to modeling a model. There are two metamodeling approaches for ABMs: (1) top-down and (2) bottom-up. The top down approach enables users to decompose high-level mental models into behaviors and interactions of agents. In contrast, the bottom-up approach constructs a relatively small, simple model that approximates the structure and outcomes of a dataset gathered from the runs of an ABM. The bottom-up metamodel makes behavior of the ABM comprehensible and exploratory analyses feasible. For most users the construction of a bottom-up metamodel entails: (1) creating an experimental design, (2) running the simulation for all cases specified by the design, (3) collecting the inputs and output in a dataset and (4) applying first-order regression analysis to find a model that effectively estimates the output. Unfortunately, the sums of input variables employed by first-order regression analysis give the impression that one can compensate for one component of the system by improving some other component even if such substitution is inadequate or invalid. As a result the metamodel can be misleading. We address these deficiencies with an approach that: (1) automatically generates Boolean conditions that highlight when substitutions and tradeoffs among variables are valid and (2) augments the bottom-up metamodel with the conditions to improve validity and accuracy. We evaluate our approach using several established agent-based simulations."
Axiomatic Theory and Simulation: A Philosophy of Science Perspective on Schelling's Segregation Model,Klaus G. Troitzsch,"Theory Reconstruction, Non-Statement View, Schelling Model, Segregation, Axiom","The paper uses Schelling’s famous segregation model and a number of extensions to show how a reconstruction of the theory behind these models along the lines of the ‘non-statement view’ on empirical science can contribute to a better understanding of these models and a more straightforward implementation. A short introduction to the procedure of reconstructing a theory is given, using an extremely simple theory from mechanics. The same procedure is then applied to Schelling’s segregation theory. A number of extensions to Schelling’s model are analysed that relax the original idealisations, such as adding different tolerance levels between the two subpopulations, assuming inhomogeneous subpopulations and heterogeneous experiences of neighbourhoods, among others. Finally, it is argued that a ‘non-statement view’ reconstruction of a mental model or a verbally expressed theory are relevant for a useful specification for a simulation model."
Macroeconomic Policy in DSGE and Agent-Based Models Redux: New Developments and Challenges Ahead,Giorgio Fagiolo and Andrea Roventini,"Economic Policy, Agent-Based Models, DSGE Models, Great Recession","The Great Recession seems to be a natural experiment for economic analysis, in that it has shown the inadequacy of the predominant theoretical framework - the New Neoclassical Synthesis (NNS) - grounded on the DSGE model. In this paper, we present a critical discussion of the theoretical, empirical and political-economy pitfalls of the DSGE-based approach to policy analysis. We suggest that a more fruitful research avenue should escape the strong theoretical requirements of NNS models (e.g., equilibrium, rationality, representative agent, etc.) and consider the economy as a complex evolving system, i.e. as an ecology populated by heterogenous agents, whose far-from-equilibrium interactions continuously change the structure of the system. This is indeed the methodological core of agent-based computational economics (ACE), which is presented in this paper. We also discuss how ACE has been applied to policy analysis issues, and we provide a survey of macroeconomic policy applications (fiscal and monetary policy, bank regulation, labor market structural reforms and climate change interventions). Finally, we conclude by discussing the methodological status of ACE, as well as the problems it raises."
How Social Unrest Started Innovations in a Food Supply Chain,"Jan Buurma, Wil Hennen and Tim Verwaart","Sociotechnical Innovation, Opinion Dynamics, Content Analysis, Dramaturgical Analysis, Food Supply Chain","Transitions leading to sociotechnical innovations in food supply chains have been described in dramaturgical analyses on the basis of newspaper articles and parliamentary records. The time scale of the transitions driven by aroused public opinion on issues such as animal welfare, is typically a decade. Actors are primary producers (farmers), other supply chain parties, authorities, NGOs voicing particular opinions, political parties, and consumers. In this article, their interactions and reactions to external events are modelled in an agent-based simulation based on opinion dynamics. The purposes of the simulation are (1) to validate that hypothetical relations derived from the dramaturgical analysis indeed lead to the emergence of the observed transitions, and (2) to study how the system could have developed under different behaviours or a different course of external events. Simulation results and a sensitivity analysis are discussed."
From Micro Behaviors to Macro Dynamics: An Agent-Based Economic Model with Consumer Credit,Paola D'Orazio and Gianfranco Giulioni,"Agent-Based Model, Credit Supply, Consumer Debt, Precautionary Saving, Wealth Distribution, Labor Market Matching","The paper develops an agent-based model populated by heterogeneous consumers, a productive sector and a banking sector. Taking a bottom up approach, the paper aims at providing a first tool to analyze households' borrowing dynamics in the different phases of the business cycle by relaxing some assumptions of mainstream consumption models and considering more realistic household borrowing behaviors. Although very simple, the model allows us to grasp the main implications of the interaction between consumers' wants (desired consumption), consumers' beliefs (their expectations about their future income), the behavior of the banking sector (rationing) and the behavior of the production sector (forecasting future demand). After presenting and discussing sensitivity analysis over a parameters' set, the paper reports results and the ex-post validation by comparing artificial and empirical distributions computed using the European Household Finance and Consumption Survey data set."
An Agent Based Model for a Double Auction with Convex Incentives,Annalisa Fabretti and Stefano Herzel,"Incentives, Agent-Based Simulations, Market Instability, Price Convergence, Order Book Analysis","We studied the influence of convex incentives, e.g. option-like compensations, on the behavior of financial markets. Such incentives, usually offered to portfolio managers, have been often considered a potential source of market instability. We built an agent-based model of a double-auction market where some of the agents are endowed with convex contracts. We show that these contracts encourage traders to buy more aggressively, increasing total demand and market prices. Our analysis suggests that financial markets with many managers with convex contracts are more likely to be more unstable and less efficient."
The Interplay Between Conformity and Anticonformity and its Polarizing Effect on Society,"Patryk Siedlecki, Janusz Szwabiński and Tomasz Weron","Opinion Dynamics, Social Influence, Conformity, Anticonformity, Bi-Polarization, Agent-Based Modelling","Simmering debates leading to polarization are observed in many domains. Although empirical findings show a strong correlation between this phenomenon and modularity of a social network, still little is known about the actual mechanisms driving communities to conflicting opinions. In this paper, we used an agent-based model to check if the polarization may be induced by a competition between two types of social response: conformity and anticonformity. The proposed model builds on the q-voter model (Castellano et al, 2009b) and uses a double-clique topology in order to capture segmentation of a community. Our results indicate that the interplay between intra-clique conformity and inter-clique anticonformity may indeed lead to a bi-polarized state of the entire system. We have found a dynamic phase transition controlled by the fraction L of negative cross-links between cliques. In the regime of small values of L the system is able to reach the total positive consensus. If the values of L are large enough, anticonformity takes over and the system always ends up in a polarized stated. Putting it the other way around, the segmentation of the network is not a sufficient condition for the polarization to appear. A suitable level of antagonistic interactions between segments is required to arrive at a polarized steady state within our model."
From Consumer Decision to Market Share – Unanimity of Majority?,Agnieszka Kowalska-Styczeń and Katarzyna Sznajd-Weron,"Agent-Based Model, Word of Mouth Marketing, Cellular Automata, Consumer Behavior","We use a general cellular automata model to study the consumer decision-making process. Within this general model we use three different rules governing word-of-mouth communication (w-o-m), one majority rule and two unanimity rules, and ask the question if differences between these three w-o-m rules, introduced on the microscopic level, will manifest on the macroscopic level. We show that in the model with the majority rule the neighborhood plays a significant role in terms of the market shares whereas movement (interpreted as seeking for information in other sources) is almost negligible. Exactly the opposite phenomena are observed for models in which unanimity, instead of majority, is needed to convince agents. We also introduce a modification of the unanimity rule, based on the Latane theory of the social influence, and show that on the macroscopic level this modification is indistinguishable from the simple unanimity rule. We conclude the paper with a recommendation which rules are more appropriate to model particular marketing phenomena."
Dynamics of Uncertain Opinion Formation: An Agent-Based Simulation,"Haiming Liang, Yucheng Dong and Congcong Li","Opinion Formation, Uncertain Opinions, Uncertainty Tolerance, Communication Regime, Agent-Based Simulation","Opinion formation describes the dynamics of opinions in a group of interaction agents and is a powerful tool for predicting the evolution and diffusion of the opinions. The existing opinion formation studies assume that the agents express their opinions by using the exact number, i.e., the exact opinions. However, when people express their opinions, sentiments, and support emotions regarding different issues, such as politics, products, and events, they often cannot provide the exact opinions but express uncertain opinions. Furthermore, due to the differences in culture backgrounds and characters of agents, people who encounter uncertain opinions often show different uncertainty tolerances. The goal of this study is to investigate the dynamics of uncertain opinion formation in the framework of bounded confidence. By taking different uncertain opinions and different uncertainty tolerances into account, we use an agent-based simulation to investigate the influences of uncertain opinions in opinion formation from two aspects: the ratios of the agents that express uncertain opinions and the widths of the uncertain opinions, and also provide the explanations of the observations obtained."
The Extortion Relationship: A Computational Analysis,Corinna Elsenbroich and Jennifer Badham,"Extortion Racketeering, Game Theory, Social Dynamics","Systematic extortion involves a long term parasitic relationship between the criminal and the victim. Game theory analysis has provided insight into the choices of individual hypothetical criminal and victim pairs. In this paper we present an agent-based model so as to extend the analysis to the relationship between extorters and other potential victims. The model is developed in two stages, the first to be closest to game theory, the second one making the decision informed by the social environment of the victim. The agent-based model shows the importance of social aspects for the functioning of extortion rackets."
A Heuristic Combinatorial Optimisation Approach to Synthesising a Population for Agent Based Modelling Purposes,"Nam Huynh, Johan Barthelemy and Pascal Perez","Synthetic Population, Combinatorial Optimisation, Sample-Free, Agent Based Modelling, Social Behaviours","This paper presents an algorithm that follows the sample-free approach to synthesise a population for agent based modelling purposes. This algorithm is among the very few in the literature that do not rely on a sample survey data to construct a synthetic population, and thus enjoy a potentially wider applications where such survey data is not available or inaccessible. Different to existing sample-free algorithms, the population synthesis presented in this paper applies the heuristics to part of the allocation of synthetic individuals into synthetic households. As a result the iterative process allocating individuals into households, which normally is the most computationally demanding and time consuming process, is required only for a subset of synthetic individuals. The population synthesiser in this work is therefore computational efficient enough for practical application to build a large synthetic population (many millions) for many thousands target areas at the smallest possible geographical level. This capability ensures that the geographical heterogeneity of the resulting synthetic population is best preserved. The paper also presents the application of the new method to synthesise the population for New South Wales in Australia in 2006. The resulting total synthetic population has approximately 6 million people living in over 2.3 million households residing in private dwellings across over 11000 Census Collection Districts. Analyses show evidence that the synthetic population matches very well with the census data across seven demographics attributes that characterise the population at both household level and individual level."
Modeling Spatial Contacts for Epidemic Prediction in a Large-Scale Artificial City,"Mingxin Zhang, Alexander Verbraeck, Rongqing Meng, Bin Chen and Xiaogang Qiu","Spatial Contacts, Agent-Based Modeling, Artificial City","Spatial contacts among human beings are considered as one of the influential factors during the transmission of contagious diseases, such as influenza and tuberculosis. Therefore, representing and understanding spatial contacts plays an important role in epidemic modeling research. However, most current research only considers regular spatial contacts such as contacts at home/school/office, or they assume static social networks for modeling social contacts and omit travel contacts in their epidemic models. This paper describes a way to model relatively complete spatial contacts in the context of a large-scale artificial city, which combines different data sources to construct an agent-based model of the city Beijing. In this model, agents have regular contacts when executing their daily activity patterns which is similar to other large-scale agent-based epidemic models. Besides, a microscopic public transportation component is included in the artificial city to model public travel contacts. Moreover, social contacts also emerge in this model due to the dynamic generation of social networks. To systematically examine the effect of the relatively complete spatial contacts have for epidemic prediction in the artificial city, a pandemic influenza disease progression model was implemented in this artificial city. The simulation results validated the model. In addition, the way to model spatial contacts in this paper shows potential not only for improving comprehension of disease spread dynamics, but also for use in other social systems, such as public transportation systems and city level evacuation planning."
A Simple Agent-Based Spatial Model of the Economy:   Tools for Policy,Bernardo Alves Furtado and Isaque Daniel Rocha Eberhardt,"Modeling, Agent-Based Models, Public Finance, Taxes, Municipalities, Quality of Life","This study simulates the evolution of artificial economies in order to understand the tax relevance of administrative boundaries in the quality of life of its citizens. The modeling involves the construction of a computational algorithm, which includes citizens, bounded into families; firms and governments; all of them interacting in markets for goods, labor and real estate. The real estate market allows families to move to dwellings with higher quality or lower price when the families capitalize property values. The goods market allows consumers to search on a flexible number of firms choosing by price and proximity. The labor market entails a matching process between firms (given its location) and candidates, according to their qualification. The government may be configured into one, four or seven distinct sub-national governments, which are all economically conurbated. The role of government is to collect taxes on the value added of firms in its territory and invest the taxes into higher levels of quality of life for residents. The results suggest that the configuration of administrative boundaries is relevant to the levels of quality of life arising from the reversal of taxes. The model with seven regions is more dynamic, but more unequal and heterogeneous across regions. The simulation with only one region is more homogeneously poor. The study seeks to contribute to a theoretical and methodological framework as well as to describe, operationalize and test computer models of public finance analysis, with explicitly spatial and dynamic emphasis. Several alternatives of expansion of the model for future research are described. Moreover, this study adds to the existing literature in the realm of simple microeconomic computational models, specifying structural relationships between local governments and firms, consumers and dwellings mediated by distance."
Simulation of Technology Sourcing Overseas Post-Merger Behaviors in a Global Game Model,"Feiqiong Chen, Qiaoshuang Meng and Fei Li","Post-Merger Integration, Technology Innovation, Multi-Agent Simulation, Integration Degree, Target Autonomy","The abilities to efficiently identify potential innovation profits and form an optimal post-merger strategy are key to evaluating overseas merger and acquisition (M&A) performances. The paper uses a global game with asymmetric payoff structure and multi-agent simulation methods to analyze the optimal overseas post-merger strategy. We model three stages of the M&A processes: merger decision stage, post-merger integration stage, and technology innovation after M&A, to analyze how different resource similarity and resource complementarity of the two companies influence the degree of optimal post-merger integration and target autonomy as well as technology innovation profit after M&A. The agent-based simulation shows that, in overseas M&As, resource similarity has a positive relation with integration and a negative relation with target autonomy; however, resource complementarity has the opposite effect. The negative interaction effect between resource similarity and complementarity will decrease the degrees of integration. In high-resource-similarity and low-resource-complementarity M&As, a high integration degree and low target autonomy will maximize innovation profit, while for high-resource-similarity and high-resource-complementarity M&As, a high integration degree and target autonomy is best for innovation profit. For low-resource-similarity and high-resource-complementarity M&As, a low integration degree and high target autonomy will be the best post-merger strategy. Model outputs are robust to variations of the parameters."
Agent-Based Simulation to Inform Planning Strategies for Welfare Facilities for the Elderly: Day Care Center Development in a Japanese City,"Yan Ma, Zhenjiang Shen and Dinh Thanh Nguyen","Planning Support, Population Aging, Day-Care Center, Lifecycle Stage","In recent decades, the demands of welfare facilities for elderly people is raising rapidly in Japan. Local governments in Japan manage to supply elderly people with numerous health care services according to a new national-wide residential planning for aged population. In this research we will introduce an agent-based simulation model that can be used to help local government for getting insight on planning strategy regarding daycare center (DC center) development for elderly people through simulation, in which the simulation model of human lifecycle stage is integrated with the simulation model of DC center development and operation. Through simulating the behaviors of local government policy-maker, elderly people, daycare center owner, it is able to forecast the demand for DCs in the simulation environment. The simulation framework of the DC development and operation was designed on the rules and laws of Japan for daycare services, which follow the procedure of elderly people applying for daycare center services, government certificating them to choose and visit daycare centers and also, daycare center owners developing DC centers and operating on them. In present research, the model has been tested by using the real GIS dataset of a Japanese local city from the year 2000 to 2010 and then, further used to forecast the demand for daycare centers of local elderly people till the year 2030. The visualized simulation results show the possibility of using this model for supporting local government to review the planning strategy on DCs."
Ontology Based Business Simulations,"Thomas Farrenkopf, Michael Guckert, Neil Urquhart and Simon Wells","Social Simulation, Ontology, BDI Agent","Within business games there is a need to provide realistic feedback for decisions made, if such business games are to continue to remain relevant in increasingly complex business environments. We address this problem by using software agents to simulate individuals and to model their actions in response to business decisions. In our initial studies we have used software agents to simulate consumers who make buying decisions based on their private preferences and those prevalent within their social network. This approach can be applied to search for behavioural patterns in social structures and to verify predicted values based on a priori theoretical considerations. Individual behaviour can be modelled for each agent and its effects within the marketplace can be examined by running simulations. Our simulations are founded upon the BDI software model (belief-desire-intention) combined with ontologies to make world knowledge available to the agents which can then determine their actions in accordance with this knowledge. We demonstrate how ontologies can be integrated into the BDI concept utilising the Jadex agent framework. Our examples are based upon the simulation of market mechanisms within the context of different industries. We use a framework, developed previously, known as AGADE within which each agent evolves its knowledge using an ontology maintained during the simulation. This generic approach allows the simulation of various consumer scenarios which can be modelled by creating appropriate ontologies."
Enhancing Agent-Based Models with Discrete Choice Experiments,"Stefan Holm, Renato Lemm, Oliver Thees and Lorenz M. Hilty","Agent-Based Modeling, Discrete Choice Experiments, Preference Elicitation, Decision Model, Market Simulation, Wood Market","Agent-based modeling is a promising method to investigate market dynamics, as it allows modeling the behavior of all market participants individually. Integrating empirical data in the agents’ decision model can improve the validity of agent-based models (ABMs). We present an approach of using discrete choice experiments (DCEs) to enhance the empirical foundation of ABMs. The DCE method is based on random utility theory and therefore has the potential to enhance the ABM approach with a well-established economic theory. Our combined approach is applied to a case study of a roundwood market in Switzerland. We conducted DCEs with roundwood suppliers to quantitatively characterize the agents’ decision model. We evaluate our approach using a fitness measure and compare two DCE evaluation methods, latent class analysis and hierarchical Bayes. Additionally, we analyze the influence of the error term of the utility function on the simulation results and present a way to estimate its probability distribution."
Exploring the Combined Effect of Factors Influencing Commuting Patterns and CO2 Emissions in Aberdeen Using an Agent-Based Model,Jiaqi Ge and Gary Polhill,"Agent-Based Model, Commuting, CO2 Emissions, Flexitime, Urban Concentration","This paper develops an agent-based model of the daily commute in Aberdeen City and the surrounding area in Scotland, UK. We study the impact of flexitime work arrangements, urban concentration, a new bypass, and cycle lanes on commute time length, reliability and CO2 emissions, and analyse the diverse conflation of these factors and the different connections of them in order to detect their cumulative effects. Our results suggest that flexitime will reduce CO2 emissions from traffic. It also reduces mean commute time and makes commute time more reliable. We find that although higher urban concentration will make travel time less reliable, it will reduce CO2 emissions from commuting and cut commute time length. There might also be a trade-off between travel time length and reliability regarding urban concentration. We show that the new bypass will only reduce mean commute time by a small amount, while slightly increasing total CO2 emissions. Finally, we find that cyclists sharing roads with cars do not necessarily slow down the traffic on the whole. We conclude that infrastructural, social and urban issues should never be studied in isolation with each other, and that urban policies will have ramifications for both urban and surrounding ex-urban areas."
Revising the Human Development Sequence Theory Using an Agent-Based Approach and Data,Viktoria Spaiser and David J. T. Sumpter,"Agent-Based Simulation, Human Development Sequence Theory, Democratisation, Mathematical Modeling, Data Analysis, Inequality","Agent-based models and computer simulations are promising tools for studying emergent macro-phenomena. We apply an agent-based approach in combination with data analysis to investigate the human development sequence (HDS) theory developed by Ronald Inglehart and Christian Welzel. Although the HDS theory is supported by correlational evidence, the sequence of economic growth, democracy and emancipation stated by the theory is not entirely consistent with data. We use an agent-based model to make quantitative predictions about several different micro-level mechanisms. Comparison to data allows us to identify important inconsistencies between HDS and the data, and propose revised agent-based models that modify the theory. Our results indicate the importance of elites and economic inequality in explaining the data available on democratisation."
Using Computational Modeling for Building Theory: A Double Edged Sword,Christopher Poile and Frank Safayeni,"Computational Modeling, Simulation, Theory-Building, Equifinality","Computational modeling is a powerful method for building theory. However, to construct a computational model, researchers need to operationalize their cognitive or verbal theory into the specific terms demanded by the simulation’s language. This requires the researcher to make a series of reasonable assumptions to fill unanticipated “specificity gaps.” The problem is that many other reasonable assumptions could also have been made, and many of those resulting models would also match the conceptual theory. This is the problem of equifinality. We demonstrate the power and the dangers of computational modeling by building a simulation of a classic small group study. The results demonstrate that reasonable assumptions and equifinality are straightforward (but often overlooked) problems at the core of genuinely useful methodology. We offer recommendations and hope to open a dialog on other perspectives and solutions."
The Emergence of Climate Change Mitigation Action by Society: An Agent-Based Scenario Discovery Study,"Sebastiaan Greeven, Oscar Kraan, Émile J.L. Chappin and Jan H. Kwakkel","Agent-Based Modeling, Scenario Discovery, Uncertainty, Climate Change Mitigation, Exploratory Modeling","Developing model-based narratives of society’s response to climate change is challenged by two factors. First, society’s response to possible future climate change is subject to many uncertainties. Second, we argue that society’s mitigation action emerge out of the actions and interactions of the many actors in society. Together, these two factors imply that the overarching dynamics of society’s response to climate change are unpredictable. In contrast to conventional processes of developing scenarios, in this study the emergence of climate change mitigation action by society has been represented in an agent-based model with which we developed two narratives of the emergence of climate change mitigation action by applying exploratory modelling and analysis. The agent-based model represents a two-level game involving governments and citizens changing their emission behaviour in the face of climate change through mitigation action. Insights gained from the exploration on uncertainties pertaining to the system have been used to construct two internally consistent and plausible narratives on the pathways of the emergence of mitigation action, which, as we argue, are a reasonable summary of the uncertainty space. The first narrative highlights how and when strong mitigation action emerges while the second narrative highlights how and when weak mitigation action emerges. In contrast to a conventional scenario development process, these two scenarios have been discovered bottom up rather than being defined top down. They succinctly capture the possible outcomes of the emergence of climate change mitigation by society across a large range of uncertain factors. The narratives therefore help in conveying the consequences of the various uncertainties influencing the emergence of climate change mitigation action by society."
"A Multiagent-Based Tool for the Simulation of Social Production and Management Processes of Urban Ecosystems Using the JaCaMo Framework: A Case Study of San Jerónimo Vegetable Garden - Seville, Spain","Flavia Santos, Diana Francisca Adamatti, Henrique Rodrigues, Glenda Dimuro, Esteban De Manuel Jerez and Graçaliz Dimuro","Urban Ecosystem, Social Organization Simulation, Simulation of Social Production and Management Processes, Regulatory Policy Simulation, Multiagent-Based Simulations, JaCaMo Framework","The concept of social production and management of urban ecosystems may be understood as the generation of new physical or relational situations, by constructing, transforming or eliminating physical and/or relational objects or ensuring the fulfillment of their social and environmental functions. This includes the citizen participation in the process of urban planning and transformation, forming a network structured and supported by tools allowing the equal distribution of power in the decision making.  The SJVG-MAS Project addresses, in an interdisciplinary approach, the development of computational tools based on Multiagent Systems (MAS) for the simulation of the social production and management processes that occur in urban ecosystems, in particular, the San Jerónimo Vegetable Garden project (Spain). In this paper, we present a MAS-based simulation tool developed in JaCaMo. We conceived a 5-dimensional BDI-like agent social system composed of the agents' population, the social organization, the environment, the interactional/communication and the regulatory structures."
Oscillatory Patterns in the Amount of Demand for Dental Visits: An Agent Based Modeling Approach,"Maryam Sadeghipour, Peyman Shariatpanahi, Afshin Jafari, Mohammad Hossein Khosnevisan and Arezoo Ebn Ahmady","Dental Health Care, Dental Routine Visit, Oscillatory Patterns, Agent Based Modeling, Google Trends","There are some empirical evidences indicating that there is a collective complex oscillatory pattern in the amount of demand for dental visit at society level. In order to find the source of the complex cyclic behavior, we develop an agent-based model of collective behavior of routine dental check-ups in a social network. Simulation results show that demand for routine dental check-ups can follow an oscillatory pattern and the pattern’s characteristics are highly dependent upon the structure of the social network of potential patients, the population, and the number of effective contacts between individuals. Such a cyclic pattern has public health consequences for patients and economic consequences for providers. The amplitude of oscillations was analyzed under different scenarios and for different network topologies. This allows us to  postulate a simulation-based theory for the likelihood observing and the magnitude of a cyclic demand. Results show that in case of random networks, as the number of contacts increases, the oscillatory pattern reaches its maximum intensity, for any population size. In case of ring lattice networks, the amplitude of oscillations reduces considerably, when compared to random networks, and the oscillation intensity is strongly dependent on population. The results for small world networks is a combination of random and ring lattice networks. In addition, the simulation results are compared to empirical data from Google Trends for oral health related search queries in different United States cities. The empirical data indicates an oscillatory behavior for the level of attention to dental and oral health care issues. Furthermore, the oscillation amplitude is  correlated with town’s population. The data fits the case of random networks when the number of effective contacts is about 4-5 for each person. These results suggest that our model can be used for a fraction of people deeply involved in Internet activities like Web-based social networks and Google search."
